time_seconds,queue_size
1.1187072,4
2.1238606,442943
3.1245951,439295
4.1298424,436761
5.1314408,430891
6.1318042,421655
7.1333836,417098
8.1386915,413311
9.1430536,410063
10.1443295,406860
11.1461068,401760
12.1486142,396251
13.1535715,391672
14.157901,387619
15.1593711,382504
16.16506,376851
17.1660257,371235
18.1691224,363988
19.170811,357732
20.1716197,351462
21.174012,344023
22.1769211,338045
23.1792811,332537
24.1838092,326082
25.1851249,318647
26.1900241,307772
27.1949177,296156
28.1973504,284590
29.1987535,274409
30.1992925,266338
31.2042631,259544
32.2087278,253392
33.2139101,246847
34.2144988,241072
35.2192025,235541
36.2219111,229828
37.2238981,224457
38.2262761,218488
39.2321051,211294
40.2342446,204894
41.2364918,198834
42.2404848,192880
43.24367,186203
44.24739,178678
45.2488921,171118
46.252407,164094
47.2530914,156420
48.2552148,145487
49.2563472,133959
50.2608903,119938
51.2609473,108280
52.2641414,94843
53.2670832,80467
54.2671403,64408
55.2686714,36896
56.268892,10808
