time_seconds,queue_size
1.1178671,0
2.1204593,485535
3.1233936,484814
4.1249364,483900
5.1283827,482808
6.1337158,481588
7.1368177,480365
8.1397973,479003
9.1400109,476820
10.1436075,473972
11.1456849,471006
12.1520362,467440
13.1524823,463529
14.1541888,460409
15.1570543,456729
16.1617938,452046
17.1664162,447205
18.1666657,425416
19.1677276,410200
20.1679905,400389
21.1711898,392564
22.1733583,385600
23.1744958,376542
24.1752619,363962
25.1796749,350507
26.1807222,339349
27.1834373,330213
28.1867172,323498
29.1908726,317300
30.1945223,311317
31.1995577,304941
32.2044096,297942
33.2049638,290548
34.2071259,283027
35.2125122,275188
36.2178718,266686
37.2207009,257880
38.2207486,249307
39.2236968,240084
40.2300549,231394
41.2332232,222443
42.2373537,213185
43.2412828,203543
44.2430656,194482
45.2470809,185292
46.2492581,173877
47.2495776,157586
48.2538525,138107
49.2541832,119869
50.254241,104262
51.2547607,92610
52.255834,83069
53.2596896,73587
54.2598587,63812
55.2602018,51163
56.2614307,37608
57.2615945,9644
