time_seconds,chunks_per_second,entity_chunks_per_second
1.1184017,0.8941331986649519,0
2.1195023,4751.106835070561,80.91666392782074
3.1224168,2192.7045260353,116.66504299505691
4.1255593,2386.5932079790373,102.68132849700955
5.1263586,3209.572920957172,86.9342603123518
6.1289375,1998.9368927443677,92.76503544172964
7.1300842,2466.288315996562,94.89566221938978
8.1335506,2727.665927197131,89.69307031338758
9.1392113,2164.8459056320103,98.44728739438173
10.140649,4067.4138138680332,93.87107746221339
11.144607,4506.378258458125,100.60658799829147
12.1453438,5180.432236318848,87.9394361103508
13.1494866,6425.761047339294,84.65432253934284
14.1533892,5180.016016211059,89.6541233574991
15.1581876,4902.773112380099,97.53791413180059
16.1626774,5096.344201850672,94.57954662547644
17.1642418,4887.566012095602,94.855724443122
18.1695624,4492.30622925504,89.52780350596848
19.1716976,5473.614881047421,87.81733993293948
20.1757826,5948.0110765272575,104.57822555850001
21.1775903,7115.598223855642,90.84167204978444
22.1806334,8388.945575145272,82.75285033718296
23.1846778,12438.251967431062,87.64943731053279
24.1882774,9203.28141424422,91.67408944461545
25.1932376,8097.210308543815,89.55990263843472
26.1943389,7126.478714364859,91.90300556792361
27.199194,6728.647317965757,85.58847350170907
28.1992369,7953,92
29.2000983,10511.420578523808,88.92741744188393
30.2007053,8419.25827374023,88.94990341439701
31.2010366,6776.177885766518,90.97553667818724
32.2063131,5951.931512696874,94.50668455727946
33.2098655,5451.9481671299645,87.69355487249805
34.2107612,5391.43291717586,86.92636467648255
35.2116391,5385.539696023753,83.93048876920135
36.2128834,5653.231950708611,79.90433852591677
37.2162551,6960.880826510909,87.70869311754868
38.2200625,7456.003452635699,89.66332318776229
39.2246599,7927.032674645332,82.62510511058176
40.2262667,8822.234667248693,81.87225472095889
41.2263186,8131.992681206586,87.99992080007128
42.2329732,7710.074954922736,93.38320393798958
43.2347321,10024.87650843594,89.84653313674912
44.2400045,11672.096169397699,92.51725421920958
45.244477,14615.413028286697,89.60403082737076
46.2465774,15571.383862206178,89.8176342753673
47.2505711,11497.653255560072,105.58357836692088
48.2534895,9459.822874862806,104.69920964062345
49.2539578,9524.96903310519,99.95769790224777
50.2560604,9192.052422341827,114.76343812499294
51.2582779,11369.541841590371,106.7703156968729
52.2585087,13796.433863301425,105.98028766649404
53.2612328,16910.861528408375,120.67788658512698
54.2624441,18912.230131895176,139.83903129108083
55.2633028,22035.420141810864,188.84933599973942
56.2647655,25945.383280576123,208.70545399277998
