time_seconds,queue_size
1.1186392,0
2.1240258,441669
3.1281365,440600
4.1319779,435729
5.1338261,432771
6.135541,430043
7.1362027,427164
8.1379977,423351
9.1421543,418773
10.1422823,414060
11.1464986,410338
12.1488565,407416
13.1528027,403943
14.1558103,399832
15.1612045,395226
16.1644407,391593
17.167672,387394
18.1695685,382441
19.1697836,378233
20.1752707,374544
21.1793197,371000
22.182346,367147
23.1859914,363323
24.1886759,359706
25.1953146,356437
26.1976631,353115
27.1985005,349621
28.198606,345388
29.202473,339279
30.2079706,331971
31.2097744,321016
32.2114583,311397
33.212238,302166
34.2169687,287864
35.2204204,269508
36.2232424,251245
37.2274679,238940
38.2280575,228797
39.2327519,220561
40.2346093,212339
41.2365165,204486
42.2381537,195768
43.2408505,187498
44.2415063,178622
45.2466682,169281
46.2507795,159302
47.2511763,149558
48.2560843,138901
49.2609675,127339
50.2627025,112713
51.2657781,96410
52.2669664,79601
53.2674239,59125
54.2701966,39938
55.2725019,17803
