time_seconds,queue_size
1.1185553,0
2.1224014,362671
3.1271444,360963
4.1289039,356937
5.1313438,352341
6.136755,347386
7.1403508,340861
8.1454186,335850
9.1500029,330648
10.150674,317055
11.1563147,305772
12.1576462,297448
13.1597621,287653
14.165374,280562
15.1689359,275140
16.1698098,269788
17.1750273,264167
18.1773261,257082
19.1779522,248996
20.1786389,237225
21.1788067,222930
22.1788571,214431
23.1811569,202954
24.1862408,192527
25.1900924,183307
26.1902586,175384
27.1955345,168671
28.1974916,161618
29.2000619,155319
30.2042972,149798
31.2058771,144515
32.2101091,139832
33.214853,135262
34.2185844,130788
35.2186357,126333
36.2237619,121259
37.2255062,115745
38.2314041,110419
39.2369595,104824
40.241851,99355
41.2475309,93337
42.2492279,86071
43.2559373,77485
44.2588522,65518
45.2612424,52538
46.2632507,39306
47.2657249,24627
48.2680128,10464
