time_seconds,chunks_per_second,entity_chunks_per_second
1.1186392,0.8939433638606052,0
2.1240258,818.6529528205231,83.5563159622405
3.1281365,1064.6665940289834,94.61489844036802
4.1319779,4852.569455949359,102.61027591106219
5.1338261,2952.669250934363,103.8125767738924
6.135541,2723.446125733162,106.82138396387401
7.1362027,2877.2445930737654,107.93414937546602
8.1379977,3806.3468862774757,97.82900468271508
9.1421543,4559.265067982646,98.59485402583702
10.1422823,4712.6418392202195,95.99270455445387
11.1464986,3706.5363304294483,88.63023466099433
12.1488565,2915.3082015541527,101.76640539306078
13.1528027,3459.494479501474,106.58390708513035
14.1558103,4098.852231641085,96.71337058360137
15.1612045,4581.502705036171,90.51601088977239
16.1644407,3621.4259227508883,92.70371891434974
17.167672,4185.691176335723,85.7274210918962
18.1695685,4943.841040089131,89.83357432021437
19.1697836,4207.3184144168645,87.98574630909792
20.1752707,3669.0167005405065,93.49080234502782
21.1793197,3529.872743306738,83.66515531539672
22.182346,3841.5537065758867,84.74748638955369
23.1859914,3810.3270225124165,84.69607659873311
24.1886759,3607.466907949054,84.77597101898523
25.1953146,3247.7864333532666,88.4224510763049
26.1976631,3314.364036695856,89.79312561788895
27.1985005,3491.2408723385906,84.9328775468747
28.198606,4232.73968650928,82.99489581390745
29.202473,6085.815477357459,92.64705179149512
30.2079706,7268.457411146142,98.46432453523097
31.2097744,10935.75416624283,92.83661683802676
32.2114583,9603.283266605871,81.86601807481874
33.212238,9224.200841559687,85.93665609079547
34.2169687,14235.470528485124,82.61390392002974
35.2204204,18293.76825913607,81.72199810684015
36.2232424,18212.378693421637,86.75885376595753
37.2274679,12253.768220447133,78.67108406463417
38.2280575,10137.483181652544,89.95104863933048
39.2327519,8197.889650592326,87.59279859787819
40.2346093,8207.220437436265,89.83821933462221
41.2365165,7838.427579287348,86.83855843601162
42.2381537,8704.124754728487,93.85039308837783
43.2408505,8248.163811126424,86.77028434921388
44.2415063,8870.711281933713,83.94994904038212
45.2466682,9293.485198227025,91.53202421977157
46.2507795,9938.613450383024,89.63575614134403
47.2511763,9740.70277211164,97.96683822526074
48.2560843,10605.580961822796,101.50785944505256
49.2609675,11506.362136525047,95.53803538370563
50.2627025,14601.436004210118,110.81357831719698
51.2657781,16253.994207464495,122.63026973674371
52.2669664,16789.901487058472,109.87501716797144
53.2674239,20467.60214284079,128.9470930077389
54.2701966,19134.723934211735,147.59676563628167
55.2725019,22085.38738577659,204.5405201754778
