time_seconds,queue_size
1.1181341,0
2.1216886,409878
3.1228282,407879
4.1267137,405589
5.1276912,395309
6.1300976,388581
7.1309935,383947
8.1354696,380765
9.1393967,378005
10.1444802,373396
11.1479383,365207
12.1479803,349953
13.1483122,340766
14.1514227,335479
15.1518259,331546
16.1552355,327572
17.1554948,323444
18.1612097,319019
19.161506,314195
20.1639309,309337
21.1662305,304621
22.1711785,300302
23.1716558,296437
24.1720678,292823
25.1733317,288877
26.1739247,284882
27.1783052,280946
28.1818798,277467
29.1832734,273569
30.1844697,269804
31.1868813,266349
32.1894624,262532
33.1900754,257987
34.1929364,253990
35.1981468,249470
36.2008511,244303
37.2039862,239589
38.2045174,234589
39.2079071,229564
40.2135508,224204
41.2159433,219229
42.2174033,213962
43.2179193,207228
44.2204072,199417
45.2254877,191292
46.2263924,182690
47.2319449,174753
48.2319968,165317
49.2359951,157254
50.239368,148055
51.2414829,137339
52.2420921,122163
53.2442008,103811
54.2464965,81510
55.2475079,48576
56.2484556,17757
