time_seconds,queue_size
1.1939039,4692
2.1952524,414004
3.1989431,411967
4.1993805,409641
5.2037133,407002
6.2080355,403143
7.2139327,399293
8.2143383,395381
9.2174031,391427
10.2217579,387706
11.2245933,382622
12.2262619,376869
13.2264765,372206
14.2294744,366740
15.2334509,361077
16.236158,355542
17.2391656,349164
18.2420822,342442
19.2443485,336346
20.2499639,330183
21.2533261,323039
22.2567843,315573
23.2575135,309139
24.2620522,301113
25.262626,293702
26.2657227,286053
27.2698733,278909
28.2725422,271672
29.2759433,263364
30.2793266,255364
31.2820993,248358
32.2854493,241061
33.2878513,233263
34.2937305,225359
35.2994385,217124
36.3055755,207790
37.3113939,199089
38.3115039,189977
39.313388,179658
40.3182089,172106
41.3191434,161637
42.3216573,152562
43.32182,142213
44.3218634,132416
45.3236855,123751
46.324424,113918
47.3298435,104928
48.3324227,95777
49.3345078,85596
50.3394148,76867
51.3438377,66992
52.3494551,55481
53.3576791,44806
54.3619121,34123
55.364383,24339
56.3671981,13970
57.373251,3818
