time_seconds,queue_size
1.1946373000000001,4690
2.1998782,413599
3.2030423,411774
4.203979,409677
5.2097766,407377
6.2102039,404602
7.2118147,401015
8.2160666,397308
9.2210215,393203
10.2235693,389127
11.2279767,384026
12.2301982,379482
13.2338007,374525
14.2343799,368939
15.2394247,363356
16.2444822,358228
17.2454659,351591
18.2508991,345046
19.2562791,339802
20.2605264,332883
21.2639933,326420
22.2682282,319007
23.268945,311886
24.2725761,305208
25.2780795,297986
26.2800625,291418
27.2881864,284872
28.2889449,276718
29.2908521,269181
30.2958441,261344
31.2981803,254050
32.3038772,244655
33.3048061,236048
34.3085203,228761
35.3132666,220579
36.3155604,212431
37.3173061,205456
38.3212318,196980
39.3217436,187547
40.3221571,178078
41.324252,167953
42.3258314,157955
43.3292396,148328
44.3304126,139787
45.3344803,130949
46.3389826,121825
47.3424392,111830
48.345654,102219
49.3464692,90851
50.3493009,81783
51.3508332,71325
52.3538861,60911
53.3557001,50831
54.3579914,40698
55.3645151,30519
56.3700448,19919
57.3741739,9932
