time_seconds,queue_size
1.194207,4695
2.196615,413842
3.1985912,412075
4.201906,409985
5.2066297,407302
6.2079187000000005,404726
7.212082,401211
8.2170153,397180
9.2202135,393338
10.2249943,388632
11.2294397,383687
12.2334523,378022
13.2356517,372457
14.236478,367116
15.2409381,361095
16.2426239,355320
17.2466142,348896
18.2466606,342031
19.2477772,336171
20.2490142,330316
21.2503545,323560
22.2551518,316893
23.2586837,309876
24.2592297,303034
25.2637969,296157
26.2686948,289275
27.2729626,281426
28.2736227,274280
29.2777703,265730
30.2792262,257685
31.2843493,248326
32.2894856,241717
33.2902141,233367
34.2951195,225356
35.2991788,216593
36.3041217,207344
37.3041803,198640
38.3088193,189431
39.3122276,180091
40.3126922,171570
41.3154242,163048
42.3209501,154562
43.3267717,143481
44.3326039,133446
45.3344018,123618
46.3360709,113447
47.3405962,104118
48.347264,94596
49.3481446,86806
50.3535227,76011
51.3535735,66240
52.3567089,55197
53.360372,44288
54.3617601,34129
55.3622243,23741
56.3641725,11964
57.3676843,2190
