time_seconds,chunks_per_second,entity_chunks_per_second
1.192675,17.607765393463126,4.1923250936816965
2.1939272,7411.173292608503,100.87985209615348
3.1946682,1721.81900434492,107.9259735747251
4.1962822,2189.575066680698,107.83133023324915
5.1990053,2601.060889758303,99.73392982202081
6.1998681,2990.5471532249253,78.93525730196093
7.2019055,4178.660229913139,78.84264584741773
8.2034351,4108.975420238846,79.88287572760818
9.204651,4200.085479979875,98.88429548585201
10.208638,4314.982571733597,94.62681078363151
11.2086955,4578.993131510303,85.9998710001935
12.2098267,5411.117574085212,81.91095460125298
13.2148294,5635.090523654444,84.58108679332999
14.2148931,5673.892196048275,84.99838503068442
15.2192557,4724.6895047569515,78.66184844590077
16.2199256,5783.421796934237,81.94929796934636
17.2241673,6990.699183442519,91.61600069468828
18.2270989,5430.354063871174,84.75580158447481
19.22879,6488.341601251624,79.86879952302353
20.2312069,6304.066926265064,69.83457585671063
21.2332587,6844.384465981822,94.81139169849419
22.2367312,7114.6373473315325,79.72699086518035
23.238382,5901.6235005822755,77.87627018193494
24.2433495,7084.156575881527,85.57907929847048
25.2433994,7222.994221604623,77.99993760004992
26.2462537,8186.076529893339,85.75984670128238
27.249464,8467.294998304846,78.75162524912677
28.2554414,8026.5063592218485,96.42941749374775
29.2562184,7508.530786175349,89.9344917162339
30.262627,6967.819841512904,88.43924214127901
31.266508,7224.315699806772,95.63352277736487
32.2688163,8448.892828867516,81.81497543305815
33.2737606,9551.292270538612,95.53282537733973
34.2776249,8367.072089613244,89.65787451663199
35.2793349,8536.859545848258,95.84124855589204
36.2814992,8298.500951044532,83.82324192974275
37.2820124,8793.95741777505,72.9664573195702
38.2855302,8176.721625928888,93.6760308150293
39.2877653,7892.720467081419,76.83179215742975
40.2879555,9801.58465117637,82.98801653041302
41.2894091,8282.3574900762,81.88489440393639
42.2938958,9851.278057724208,84.62441989960158
43.2986849,8980.573078604748,81.61442895329596
44.3021312,8991.533089280283,71.75685905876529
45.3036527,8678.23518386805,89.86781343322109
46.3056665,8921.493353592246,72.85703264484103
47.3070431,8364.997518763572,74.90148208061937
48.3095591,11690.233841586009,82.79626323505748
49.3151892,10293.556806242763,80.55048800170648
50.3171537,10801.319793124083,82.84139187112353
51.322163,9601.493729326041,83.58643105641904
52.3227657,9102.039388533249,76.95805785846713
53.326255,10093.285155037764,78.72921872511684
54.3291681,9022.120948271975,80.76832413903956
55.3349085,11560.172907413316,79.54703531679557
56.3381483,10458.599416902181,90.71030756177073
57.3406487,10275.79040340333,73.81890009240331
