time_seconds,queue_size
1.1940985,4698
2.1950611,411022
3.1962979,409268
4.197679,407155
5.2019632,404208
6.2086302,401347
7.2129096,398915
8.2152122,395687
9.2203587,393092
10.2207689,387709
11.224669,383499
12.2284375,378934
13.2290192,373551
14.2332145,368260
15.2372031,363034
16.2386736,356742
17.2399974,351360
18.2421198,346135
19.2441651,338924
20.2492943,333414
21.2526308,326300
22.2625107,318917
23.2632783,311883
24.2672495,304942
25.2678744,298305
26.2729484,290109
27.2779556,282071
28.2818359,275387
29.286503,267997
30.2870441,260568
31.2887785,251638
32.2950861,243207
33.2990964,234996
34.3034705,226548
35.3071286,218530
36.3112296,210545
37.3119719,201869
38.3140126,192672
39.314703,184159
40.316104,176156
41.3205905,167805
42.3246724,158807
43.3274035,148116
44.3293716,140193
45.336126,130285
46.3378665,120531
47.3395806,110082
48.3453637,100879
49.3506694,92448
50.355745,83131
51.3601772,73726
52.3632654,63180
53.3667557,52912
54.3699947,42460
55.3715454,32520
56.3720388,21428
57.3750289,11361
