time_seconds,queue_size
1.1944896,4686
2.194603,414177
3.1965795,412486
4.2007138,410383
5.2063443,407710
6.2070908,404650
7.2087223,400504
8.2126308,396199
9.2141764,392607
10.2184642,386616
11.2221097,382005
12.2244341,377238
13.2270144,371797
14.2319898,365809
15.236244,359625
16.2387814,353916
17.2418369,348125
18.2429279,342164
19.2478825,335566
20.251481,328296
21.2515262,321829
22.2529726,315284
23.2542218,308169
24.2574571,300915
25.2607115,293712
26.2671494,286768
27.2735352,278951
28.2749493,271433
29.2796588,264168
30.2820416,256353
31.2825267,247082
32.2870509,239121
33.2894252,230689
34.2946068,222318
35.2956116,214304
36.2957203,206385
37.3002755,197826
38.3048437,188642
39.3098233,179086
40.3134073,168842
41.3165905,159051
42.3177317,151232
43.3221314,141571
44.3277964,132698
45.3323801,122422
46.332703,111784
47.3327514,102931
48.3365184,93947
49.3372277,84908
50.3387714,73999
51.3410774,62757
52.3470804,53433
53.3500122,44120
54.3547663,35041
55.3576469,24627
56.3583515,12576
57.3651607,1904
