time_seconds,queue_size
1.194076,5001
2.1969811,413647
3.1994552,411864
4.2046673,409774
5.2066332,407186
6.2103299,404104
7.2110076,400414
8.2136354,396598
9.2189412,392745
10.219092,388582
11.2220533,384017
12.2254392,379512
13.2256802,373812
14.22859,369075
15.2297122,363823
16.2346061,357503
17.2356364,351097
18.2375865,344514
19.2401406,338077
20.2410634,331230
21.2433526,324817
22.244893,317827
23.2460238,310684
24.2484247,303796
25.2526681,296955
26.2563527,289036
27.2582579,282015
28.2617111,274645
29.2634645,266815
30.2664321,259027
31.2710017,250610
32.2755774,241386
33.2757785,233743
34.277232,224722
35.2808596,215817
36.2844873,207946
37.2846733,198191
38.2855405,187407
39.2860845,179369
40.2907818,169812
41.2944557,161268
42.2980917,150292
43.3015029,139761
44.3046805,130354
45.3100412,121642
46.3128777,111455
47.3182591,101961
48.3187384,92915
49.3193208,82756
50.3224555,74888
51.3241064,64598
52.3250032,54007
53.3254828,43295
54.3271552,31704
55.3328192,21467
56.3370517,13193
57.3375049,3290
