time_seconds,queue_size
1.1938411,4687
2.1982885,410674
3.2004332,408821
4.2021375,406636
5.2026365,404496
6.2056629,401746
7.2095429,398688
8.2099589,395546
9.2110197,392304
10.2134072,389084
11.2166047,384815
12.2219915,379011
13.2267123,374873
14.2317347,370225
15.2321492,364433
16.2340555,359457
17.2393939,353513
18.2403944,345793
19.2438412,338992
20.2462164,332508
21.2501792,325949
22.2514706,318551
23.2553822,312136
24.2580819,304665
25.2595813,296841
26.2631586,289769
27.2637544,282881
28.266014,274914
29.2676852,266030
30.2707157,257827
31.273434,250530
32.2773957,242478
33.2785446,233996
34.2846745,226431
35.2901075,217075
36.2928639,208536
37.2955808,199725
38.2976966,190676
39.3034785,181080
40.3047805,171405
41.3104454,160712
42.3165474,151637
43.3174065,141955
44.32065,130642
45.321265,122218
46.3213125,114250
47.3263254,105438
48.3312082,95877
49.3349894,85543
50.3401607,74943
51.3446423,64511
52.3475449,55371
53.3508156,45464
54.3546617,36433
55.3584838,27166
56.3613136,17012
57.3652184,6362
