time_seconds,queue_size
1.9043318999999999,0
2.904423,690734
3.9045164,676345
4.9052216,654610
5.9059512,627572
6.9064835,608079
7.9080826,583608
8.9085551,551097
9.9089739,515888
10.909946099999999,493391
11.911249399999999,463148
12.9114492,414463
13.9121575,332394
14.9141484,275931
15.9155791,224004
16.9156751,154012
17.9170642,106469
18.9184934,59040
