time_seconds,queue_size
1.9040989000000001,0
2.9048331,725813
3.9051466,705853
4.9064377,673567
5.9077562,645403
6.9081494,610062
7.9084993,587533
8.9090186,564117
9.9100703,530239
10.9116001,491546
11.9116886,453835
12.9133853,416339
13.914024,364406
14.9147786,307488
15.9163125,219426
16.9163651,125122
17.917988,52492
18.9184368,1650
