time_seconds,chunks_per_second,entity_chunks_per_second
1.9040989000000001,0.5251827767358735,0
2.9048331,13711.950112925468,323.7863010413127
3.9051466,19954.79379429907,435.88627727026017
4.9064377,32246.401419057398,406.500816996728
5.9077562,28128.470928370374,412.47899777790667
6.9081494,35329.154134618664,407.86324345446974
7.9084993,22522.256836303208,402.8793779142525
8.9090186,23405.35992337883,412.8123355122761
9.9100703,33844.46352109695,384.61888115066785
10.9116001,38636.18548923808,379.44203049415836
11.9116886,37709.41243373654,369.9844236557641
12.9133853,37435.350987864564,370.39991509755043
13.914024,51903.35799225063,354.79737521901245
14.9147786,56882.58490263962,361.7747590350248
15.9163125,87932.22083526923,335.5048284237294
16.9163651,94303.98113920378,338.9999322000136
17.917988,72516.90263864477,371.4207322260203
18.9184368,50822.159029115035,403.8423399504834
