time_seconds,queue_size
1.587755,0
2.5896128000000003,515590
3.5900541,514580
4.5917452,513287
5.5923001,512119
6.5923572,510885
7.5926335,509573
8.5931618,508188
9.5937723,506769
10.5940759,505605
11.5951255,504161
12.5953229,502735
13.5953879,501317
14.5955764,499876
15.5957245,498427
16.5960293,496978
17.5962078,495535
18.5966702,494051
19.596986,492591
20.5977612,491141
21.5979271,489700
22.5980483,488442
23.5983606,487029
24.5985328,485609
25.5991223,484211
26.5996732,482833
27.6001123,481438
28.6002756,480048
29.6009757,478642
30.6014683,477259
31.6018166,475807
32.6022633,474378
33.6025725,472942
34.6032149,471494
35.6032669,470030
36.6036442,468544
37.6039406,467070
38.6040825,465591
39.6042537,464116
40.6046178,462640
41.6048817,461161
42.6052434,459696
43.6054167,458211
44.6069951,456766
45.6072384,455293
46.6077669,453847
47.6082254,452391
48.6083697,450924
49.60854,449426
50.6088958,447920
51.60931,446444
52.6095062,444964
53.6100313,443493
54.6105204,442022
55.6112448,440575
56.6115092,439146
57.6117214,437724
58.6121797,436277
59.6134687,434912
60.6135828,433476
61.6136762,432046
62.6141849,430604
63.6144714,429163
64.6147533,427717
65.61555,426310
66.6160969,424895
67.6168142,423461
68.6172209,422008
69.6173712,420567
70.6180126,419092
71.6181121,417648
72.6184904,416189
73.6185954,414726
74.6189944,413256
75.6192939,411795
76.619371,410314
77.6194915,408848
78.6201225,407352
79.6204396,405908
80.6207507,404420
81.6211299,402934
82.6217026,401443
83.6221047,399959
84.6225222,398474
85.6229429,397014
86.623073,395534
87.6283908,394051
88.6295406,392583
89.6298787,391114
90.6301137,389664
91.6305142,388171
92.6305733,386672
93.6311458,385196
94.6313695,383719
95.6317533,382225
96.6321658,380785
97.6327945,379283
98.6333309,377777
99.6340421,376278
100.6342512,374800
101.6344273,373318
102.6346787,371804
103.6353881,370292
104.635484,368813
105.6359296,367295
106.6363555,365809
107.6374214,364290
108.6379636,362802
109.6385783,361310
110.6392823,359824
111.6395886,358327
112.6401623,356831
113.6405789,355361
114.6410689,353887
115.6412145,352375
116.6414724,350854
117.642169,349352
118.6426716,347848
119.6428702,346326
120.6432308,344820
121.6436907,343289
122.6442724,341800
123.6447171,340305
124.6447907,338811
125.645099,337330
126.6456657,335847
127.6462216,334346
128.6464496,332822
129.6468978,331330
130.6474925,329805
131.6475881,328277
132.6484406,326791
133.6486834,325269
134.6490396,323763
135.6496249,322276
136.6497229,320795
137.6503088,319275
138.6510595,317782
139.6513631,316299
140.6515139,314825
141.65158,313332
142.6522684,311811
143.6528967,310323
144.6531356,308821
145.6535483,307352
146.6537595,305847
147.6541309,304357
148.6546202,302853
149.6552165,301350
150.6556469,299823
151.6561823,298326
152.656549,296824
153.6569069,295315
154.6570394,293807
155.6574211,292322
156.6575366,290803
157.6577177,289314
158.6578269,287818
159.6579122,286324
160.6584452,284801
161.6591041,283310
162.6595159,281814
163.6598214,280318
164.6600858,278806
165.6606254,277310
166.6610255,275813
167.6614133,274319
168.6619677,272832
169.6626956,271292
170.6629185,269797
171.6631408,268276
172.663305,266713
173.6641623,265236
174.6650072,263746
175.6653701,262230
176.6659297,260769
177.6660639,259274
178.6661335,257756
179.6666195,256232
180.6668991,254729
181.6674017,253196
182.6677876,251724
183.6683611,250192
184.6692587,248701
185.6697519,247234
186.6704565,245727
187.6705398,244236
188.6716186,242718
189.6718073,241242
190.672224,239775
191.6726902,238296
192.6729853,236794
193.6732067,235484
194.6750409,234143
195.6785686,232889
196.6787787,231536
197.6788391,230189
198.6792391,228780
199.679368,227409
200.6800425,226112
201.68046,224749
202.680769,223288
203.6809633,221898
204.6811424,220477
205.682093,219050
206.682245,217644
207.6823729,216231
208.6825474,214787
209.6844561,213324
210.684997,211858
211.6851157,210395
212.6858183,208973
213.6861249,207519
214.6865822,206057
215.6867492,204578
216.6869896,203124
217.6876374,201608
218.6881438,200136
219.6882642,198639
220.6885814,197166
221.6891303,195718
222.6893926,194395
223.6902074,192963
224.6905083,191579
225.6910875,190182
226.6912407,188855
227.6964164,187570
228.6968259,186332
229.6973392,184874
230.6974348,183432
231.6977527,182028
232.6983091,180648
233.6983855,179228
234.6989696,177779
235.6994171,176386
236.6999174,174973
237.7000578,173525
238.7001984,172117
239.7004351,170701
240.7008302,169268
241.7010759,167906
242.7015156,166463
243.7025526,165081
244.7027975,163660
245.7029349,162242
246.7060556,160848
247.7065526,159418
248.7066975,158006
249.7073327,156622
250.7077326,155223
251.7087569,153824
252.7090439,152435
253.7095467,151037
254.7102653,149614
255.7117996,148158
256.712448,146760
257.7128977,145371
258.7134117,144025
259.7139708,142633
260.7148727,141276
261.7152086,139987
262.7153903,138617
263.7158626,137232
264.7161004,135855
265.7161535,134504
266.7168901,133100
267.7172994,131735
268.71821,130366
269.7184695,128944
270.7186599,127534
271.7191943,126122
272.7195229,124688
273.7198871,123242
274.7202262,121847
275.7206538,120577
276.7212365,119228
277.7217844,117875
278.7220374,116565
279.7224059,115225
280.7226144,113832
281.7228877,112391
282.7234497,110983
283.7235427,109555
284.7236287,108191
285.7243117,106752
286.7246024,105331
287.7265823,103962
288.7275744,102551
289.7277963,101136
290.7279245,99704
291.728195,98258
292.7284948,96859
293.7291153,95453
294.7292972,94066
295.7297568,92639
296.7370601,91233
297.7375037,89790
298.7379584,88390
299.7384015,87012
300.7384488,85599
301.738893,84175
302.7395067,82755
303.7396105,81402
304.7398725,79968
305.7401173,78584
306.7406535,77182
307.7413172,75736
308.7418018,74299
309.7422968,72902
310.7424185,71499
311.742662,70080
312.7427556,68671
313.7431744,67285
314.7438602,65903
315.7445848,64503
316.7448521,63141
317.7449967,61733
318.7454467,60305
319.745793,58870
320.7463312,57428
321.7471599,56049
322.7475065,54736
323.7476681,53379
324.7480144,52044
325.748436,50702
326.7490144,49345
327.7492966,47953
328.7495801,46528
329.7502201,45072
330.7506064,43655
331.7511858,42215
332.7513725,40769
333.7517757,39293
334.7520897,37817
335.7522124,36373
336.7525027,34879
337.752778,33411
338.7528502,31924
339.7535286,30462
340.7573703,28983
341.7580214,27486
342.7587759,26010
343.7589393,24528
344.7603286,22983
345.7606101,21449
346.76102,19912
347.7613554,18391
348.7616982,16902
349.7618726,15369
350.7620393,13842
351.7622036,12243
352.7627493,10667
353.7631349,9070
354.7632406,7475
355.7634836,5891
356.7640492,4297
357.7642755,2741
358.764641,1160
