time_seconds,chunks_per_second,entity_chunks_per_second
1.5874549999999998,0.629939156066733,0
2.5889442000000003,959.7013321573246,13.981080801459465
3.5893108,1028.6795663150929,52.983495641107794
4.5906699,1259.3537727482633,69.90861545787347
5.5920026,1173.500383859466,43.94384416154596
6.5927088000000005,1211.2042388150985,33.977676666430156
7.592897,1194.8339180853864,42.99402383068754
8.593442,1379.3131020751664,24.987556197013884
9.5935522,1421.9195193552046,9.999434032033788
10.5937007,1132.8842192327945,11.998773725325272
11.5940578,1439.5567604734504,7.997537558185836
12.5946887,1418.1792996392987,8.994794712299992
13.5947496,1438.9825883106814,4.999939500732041
14.595375,1455.1638628444096,3.997702919902224
15.5957896,1491.4654587795733,8.996775555640857
16.5959883,1459.7858494158909,8.9986798936596
17.5960651,1468.961219423807,5.999841604181649
18.5966769,1517.157219164754,3.9977792336357156
19.5967799,1482.9172532172706,2.999832609340399
20.5973928,1471.1684955663059,3.997740477082353
21.5978372,1484.421817702005,3.998442606604727
22.5981658,1326.628411381972,12.996359719642529
23.598568,1478.4841568776653,20.992675655463806
24.5987079,1456.8728150032503,18.998341444791873
25.5990566,1465.5560830624402,14.995457875809416
26.5992479,1391.8029207064278,10.998442620524933
27.5998337,1407.2509203351058,13.992551764695653
28.6002582,1454.4631576485122,15.99409657895271
29.6017197,1428.978709615249,24.964687449602536
30.6022821,1433.2620133893058,27.98559021959593
31.6027266,1441.4299144688275,31.987349003469127
32.6042942,1447.8048383041632,30.953068956847627
33.6043814,1467.9493557472267,26.99906853213564
34.6050778,1458.0655258045117,18.987830699304816
35.6058061,1436.0296747487723,23.98379415029265
36.6068402,1430.5978710266068,28.971604930008098
37.6076094,1465.9720603912538,26.981080866096693
38.6078743,1437.6934837492647,24.994671136113784
39.6079571,1456.9561456200167,18.99942811721367
40.6085764,1444.1792729192,27.98409663788069
41.6090281,1418.4283733655338,27.98872054562012
42.6095359,1438.35475405733,28.98699643339998
43.60995,1454.4666470805155,27.989736163748752
44.6105777,1428.1753715404725,22.986727463562538
45.6112758,1450.065432828542,31.979389283606718
46.6116459,1445.5341043581652,24.991945096095527
47.6121993,1457.273257826322,24.987538714443104
48.6126097,1466.4725098382112,15.994246869401078
49.6127412,1453.883834681609,22.998162446820498
50.6132021,1458.4022009378357,11.995083215390013
51.614818,1464.709341061514,24.960963549105553
52.6148921,1469.98221321522,11.9998548017569
53.6156221,1479.9992245243766,19.986485138749178
54.6160786,1470.4000767686784,10.995513830357215
55.616158,1455.962290576674,13.999637409391097
56.6163333,1460.8207572930803,13.998282410748203
57.6168886,1485.245198390178,6.996444406952386
58.6173046,1474.4565153284498,20.992262252133862
59.6176907,1372.5439036608136,6.99767467270626
60.6178033,1473.9145129582487,11.99930404036566
61.6183632,1488.2456083011523,14.99240035226144
62.6189707,1469.1778480762164,11.993288555724215
63.6190839,1484.9034812737173,13.999090059146155
64.6193844,1505.614863717861,14.996163981253597
65.6194717,1480.9444645825783,8.999662512655776
66.6200433,1508.2136174198772,10.994267588879158
67.6204878,1464.4206751808983,8.996441007937259
68.6207014,1468.7663192786026,9.998409253087832
69.6208179,1485.913371250456,15.999067254379069
70.6215777,1467.9622974519314,8.993642394191546
71.622834,1455.2425036283682,15.980700108478992
72.6231332,1494.635159557552,10.997315555272959
73.6232431,1478.9124483830558,7.999526428035461
74.6238226,1473.2314151707055,22.988007156666367
75.6245155,1473.049146775756,8.994194247613166
76.6249778,1474.4071408886487,5.997588369716537
77.6253089,1455.595198975165,14.995829659771617
78.6257815,1478.3744997491563,2.9987312368137045
79.6258654,1492.9440145994527,10.999587515468171
80.6264432,1439.2567678051055,15.991741864501172
81.6271819,1467.9936903252822,9.993149695883472
82.6274114,1505.72625896612,6.998727631316626
83.627946,1504.2684742409767,0
84.6281669,1491.73760335557,1.9996482618707372
85.6288628,1495.03779367599,4.996784069772694
86.6294078,1493.372634156391,0
87.6298991,1433.364446204553,0.9995567965164246
88.6302647,1436.5417431839244,3.9987244069141945
89.6303982,1485.886032541304,1.9998466117648779
90.6309451,1501.2630299785835,0.9995093408645697
91.6313997,1508.3848806456726,7.996738929864401
92.6320192,1493.1498005035933,2.9982927720955685
93.6325652,1459.277949270701,4.997527223529797
94.6326128,1460.9995617001316,8.99999730000081
95.6331564,1464.275183784027,4.997526224518864
96.6346855,1461.8407150797557,2.9955752358191714
97.6352962,1456.1894849326866,2.9983311288936583
98.6355111,1432.7691808849595,9.998389259490297
99.6365546,1443.5632215256155,3.9960227585484165
100.6371822,1437.1724760882682,8.994820782193612
101.6378656,1456.0822313695676,7.994960776222746
102.6381906,1508.5858931723242,6.998079027307004
103.6382944,1505.9159698888802,7.999553624907731
104.6390426,1455.9861968111604,4.996520922481676
105.6396254,1508.197186637553,7.995743865540374
106.6398754,1518.69109823062,7.998373130905174
107.6402501,1488.5186130805296,8.997090340983725
108.6406042,1526.5405113060967,5.998194543442423
109.6408283,1527.873950399092,10.999092574862575
110.6444092,1492.7264958355124,5.978877820435964
111.6449162,1511.306914648942,11.99449932261065
112.6455626,1476.119347197462,12.992248824351392
113.6460219,1459.408793497754,10.995545704435132
114.6469106,1470.7638230067628,15.98656329355177
115.6471242,1464.7609510127947,9.99836826629894
116.6475817,1489.389797000169,18.992218887921616
117.6477138,1499.876860109785,12.998932787618138
118.6483426,1502.1248620553665,15.990683827602039
119.6488397,1480.3413961128695,15.9928847655678
120.6491873,1464.5659026664496,21.993481132192418
121.6493891,1500.7754839875954,14.997756335652186
122.6498225,1462.430821924107,19.992219028354164
123.6499322,1460.9091314520238,16.99894266576619
124.6500316,1471.9246374585623,28.99851527601787
125.65019,1435.8457901621364,16.99817439606986
126.6507867,1435.221392394626,22.98752926537354
127.6511861,1488.4765028139605,16.994023202039845
128.6514608,1469.6749079103704,34.99225971215167
129.6515434,1501.9499850654975,20.999300723285916
130.6519593,1491.4559168815215,28.9894246578848
131.6530418,1463.4908482372978,19.97939724556038
132.6536547,1464.1758154334925,21.98762316691934
133.6539077,1501.6960567181202,28.994131587766635
134.6554203,1454.873847359469,22.966436849188597
135.6559347,1498.3076320432328,16.992147928442268
136.656234,1466.6343680520447,23.994018291239996
137.6564522,1464.7606581084651,25.99575229407515
138.6566734,1464.7534819889813,27.995288392963467
139.6571574,1488.3586662507125,13.99396999832772
140.6575011,1464.5702950754246,22.99325377934114
141.6578223,1466.6040169154328,15.995681166085157
142.658492,1447.1087257358195,22.985843019284424
143.6590235,1433.3110073987434,18.99087108826787
144.659156,1451.8777518932905,20.998231948869904
145.6592489,1461.9387447665943,11.999497221066436
146.6593593,1468.9026117568403,15.998939270326376
147.6594139,1438.994387921887,20.99991810031941
148.659579,1484.8316200942813,15.99818580572963
149.6599502,1480.5291917170339,13.995549415285938
150.6604605,1490.3211587122066,6.996812951700501
151.6610645,1482.1802061279905,20.988391320760485
152.6616161,1499.2481270642775,15.991980022018959
153.6618833,1507.6764526332647,10.997639906476069
154.6624745,1495.1912510523057,11.993512708975715
155.6632391,1492.9340450918044,8.993578584890388
156.663816,1487.229466413451,17.990679029194972
157.6641438,1479.589118101903,11.996668525150564
158.6646364,1495.3414516247044,12.994277320268154
159.6650846,1471.4130533330256,11.995215108693143
160.6652595,1480.829556518045,7.999079305971883
161.6656138,1473.5585218668487,13.995806856265864
162.6658521,1425.7198460502511,14.997053079069964
163.6664617,1478.1732576969703,16.990497214907702
164.6669006,1490.4273778014485,10.995775423082451
