time_seconds,queue_size
1.5884768999999999,222
2.5887272,523477
3.5891216999999997,522500
4.589449,521234
5.5949378,520140
6.5970033,519014
7.5974524,517790
8.5978301,516418
9.5979472,515021
10.598790900000001,513881
11.5992186,512471
12.5994972,511085
13.5998161,509722
14.600052699999999,508335
15.6005441,506925
16.6009808,505526
17.6019977,504103
18.6027059,502662
19.6029637,501223
20.6035125,499795
21.6041978,498362
22.604339799999998,497080
23.6045029,495687
24.6048444,494253
25.6053798,492833
26.6055687,491464
27.6057139,490054
28.6058646,488666
29.6060844,487222
30.606608,485795
31.6067162,484367
32.6069993,482942
33.6070699,481518
34.6073386,480079
35.6078351,478625
36.6118718,477187
37.6123963,475750
38.6135751,474302
39.6140009,472864
40.6146234,471413
41.6152177,469977
42.61567,468507
43.6162528,467029
44.6163809,465549
45.6165229,464066
46.6167022,462634
47.6171055,461161
48.6172969,459699
49.6174357,458203
50.6177481,456715
51.617857,455246
52.6180631,453752
53.6186182,452252
54.6188203,450766
55.619299,449301
56.6197122,447827
57.6198492,446353
58.6202598,444888
59.6208474,443501
60.6216557,442034
61.6220569,440548
62.6222012,439052
63.6222551,437564
64.6229622,436059
65.6234336,434586
66.6239769,433096
67.6244314,431629
68.6247251,430145
69.625451,428645
70.6257894,427132
71.6261677,425630
72.6266056,424140
73.6268913,422654
74.6271108,421152
75.6274032,419669
76.6278287,418174
77.6282491,416685
78.628538,415197
79.6290243,413704
80.6294214,412195
81.629806,410679
82.6303432,409197
83.6309468,407675
84.6312504,406172
85.6315101,404668
86.6316524,403137
87.6318564,401643
88.6323215,400172
89.6324946,398677
90.6327992,397170
91.6333987,395652
92.6339861,394128
93.6362945,392650
94.6365641,391142
95.6371498,389674
96.6378258,388182
97.6382457,386707
98.6387785,385220
99.6391275,383739
100.640136,382254
101.6405486,380784
102.6412262,379289
103.6416914,377753
104.642092,376269
105.6422981,374760
106.6424109,373254
107.6429568,371759
108.6431885,370238
109.6437177,368700
110.6439436,367200
111.6440077,365695
112.6445447,364198
113.6446263,362701
114.6453204,361184
115.6458099,359714
116.646193,358210
117.6466928,356679
118.6470367,355198
119.6477065,353707
120.6482906,352228
121.6484839,350739
122.6488911,349296
123.6493481,347811
124.6499392,346315
125.6503769,344812
126.6506556,343329
127.650998,341870
128.6512399,340359
129.6516616,338857
130.6517778,337353
131.6521325,335870
132.6522851,334352
133.6524623,332859
134.6528686,331382
135.6534224,329894
136.6536254,328395
137.6541998,326903
138.6547187,325406
139.6548851,323915
140.6551087,322429
141.655454,320950
142.6557436,319480
143.6562789,318004
144.6565855,316541
145.656993,315095
146.65712919999999,313633
147.6573045,312202
148.6575876,310711
149.6579339,309235
150.6580196,307782
151.6586342,306314
152.658817,304830
153.6594053,303310
154.6597439,301848
155.6602729,300384
156.6611253,298934
157.6613529,297473
158.6618738,296016
159.6622623,294555
160.6624628,293098
161.662732,291627
162.663289,290154
163.6639787,288718
164.6640491,287266
165.6641359,285772
166.6645699,284339
167.6651038,282892
168.6656517,281433
169.6663744,279956
170.6667905,278501
171.6670149,277031
172.6672076,275610
173.6673121,274186
174.6678586,272717
175.6684508,271273
176.6689642,269847
177.6693861,268415
178.669447,266961
179.6699891,265493
180.6706618,264021
181.6707782,262571
182.6714052,261096
183.6717725,259622
184.6721002,258170
185.6727879,256720
186.6729158,255250
187.6730472,253774
188.6740943,252312
189.6748104,250862
190.67522,249414
191.6757068,247944
192.6757951,246508
193.6772266,245303
194.6777667,244083
195.6781426,242926
196.6782116,241553
197.6784498,240173
198.6804773,238780
199.681135,237476
200.6816561,236188
201.6822013,234856
202.6829803,233451
203.6834777,232093
204.68375,230693
205.6842475,229333
206.684925,227936
207.6853065,226563
208.6857659,225120
209.6863779,223684
210.6868958,222280
211.6869876,220851
212.6886446,219481
213.689206,218040
214.6896958,216575
215.6898332,215074
216.6904225,213594
217.6905974,212117
218.6908452,210673
219.6910185,209183
220.691372,207742
221.6919043,206286
222.6927588,204912
223.6933593,203576
224.6937123,202174
225.694115,200839
226.6941857,199585
227.694601,198405
228.6948818,197063
229.6951078,195684
230.6955021,194287
231.6960863,192895
232.6966922,191533
233.6976788,190140
234.6983497,188735
235.6988013,187354
236.6988938,185988
237.6991899,184593
238.69990430000001,183156
239.7002968,181740
240.7012811,180378
241.7015337,179025
242.7020218,177657
243.7029887,176258
244.7034362,174845
245.7039523,173445
246.7041978,172068
247.7044268,170651
248.7049446,169258
249.7054863,167847
250.705696,166437
251.7062541,165079
252.7086231,163709
253.7087521,162309
254.7089116,160916
255.7093838,159575
256.7096417,158211
257.7101728,156871
258.7103468,155509
259.7111385,154187
260.7117013,152841
261.7123042,151586
262.7126899,150324
263.7133633,148915
264.7139623,147553
265.7143727,146177
266.715832,144812
267.7164357,143472
268.716959,142086
269.7174299,140725
270.7178929,139366
271.7183548,137998
272.7193225,136613
273.7195907,135269
274.7200879,133896
275.7210485,132518
276.7211222,131211
277.7213315,129879
278.721644,128568
279.7217996,127296
280.7222503,125928
281.7226212,124519
282.7236862,123131
283.7247481,121759
284.7255027,120486
285.726189,119117
286.7265221,117729
287.7274347,116377
288.7280063,114989
289.7282355,113589
290.7284811,112224
291.7290482,110838
292.7296879,109442
293.7302383,108058
294.730751,106680
295.7310496,105319
296.7315032,104001
297.7325535,102621
298.7327197,101208
299.7329506,99809
300.7339672,98452
301.7346275,97056
302.7347391,95738
303.734973,94423
304.7355011,93033
305.7359739,91655
306.736268,90252
307.7366472,88859
308.7368599,87464
309.7372537,86113
310.7377545,84720
311.7378188,83345
312.738317,81981
313.738518,80628
314.7391329,79274
315.7397377,77893
316.7397978,76514
317.7400894,75098
318.7428582,73655
319.74292,72254
320.7430694,70812
321.7437005,69436
322.7442637,68087
323.7444473,66756
324.7450593,65367
325.7454304,64045
326.7455643,62682
327.7456748,61293
328.7461499,59876
329.7467381,58451
330.747043,57013
331.7473195,55550
332.7478439,54162
333.7481554,52715
334.7486041,51260
335.7490696,49820
336.7494203,48325
337.749935,46850
338.750054,45381
339.7506279,43870
340.7507282,42376
341.7510924,40892
342.7514838,39412
343.7516675,37908
344.7523515,36341
345.7537499,34779
346.7543417,33258
347.7548232,31724
348.7551796,30202
349.7554897,28652
350.756061,27115
351.7563891,25516
352.7569273,23911
353.757291,22306
354.7575281,20718
355.7579123,19158
356.7580079,17581
357.758059,16041
358.7585023,14447
359.7587475,12856
360.7588624,11157
361.7589433,9514
362.7593608,7837
363.7594208,6175
364.759519,4537
365.7595829,2973
366.7600063,1385
