time_seconds,queue_size
1.5877683999999999,0
2.588195,571990
3.5887546,570939
4.5890334,569763
5.5896328,568622
6.5900066,567404
7.5903022,566209
8.5906437,564926
9.5908568,563633
10.591281500000001,562552
11.5916464,561194
12.5917983,559835
13.5921962,558483
14.5923713,557138
15.5930418,555753
16.593493,554377
17.5938807,552989
18.5941763,551577
19.594535,550174
20.5951982,548776
21.5954535,547374
22.5961718,546124
23.5967146,544714
24.5968277,543293
25.597094,541878
26.5971823,540511
27.597654,539110
28.5991081,537713
29.5991602,536268
30.5992773,534867
31.5998888,533423
32.6005888,532008
33.6007527,530598
34.6012,529156
35.6013403,527705
36.6017597,526244
37.6018255,524769
38.6022823,523335
39.6024688,521895
40.6028454,520453
41.6029375,519012
42.6034087,517567
43.6034649,516094
44.6037866,514648
45.6039588,513178
46.604385,511740
47.6047488,510269
48.6048959,508819
49.6052878,507358
50.6058474,505894
51.6062366,504410
52.606561,502930
53.6071235,501476
54.6073933,499996
55.6079616,498536
56.6086194,497078
57.6087394,495618
58.6098293,494148
59.6102317,492730
60.6103986,491264
61.6105701,489777
62.6109189,488290
63.611291,486780
64.6113564,485278
65.6115135,483825
66.6116491,482359
67.6120864,480892
68.6127874,479410
69.6128773,477926
70.6134777,476464
71.6136049,474986
72.6141957,473497
73.6155034,472041
74.6157421,470554
75.6164485,469058
76.6167167,467571
77.6173695,466096
78.6176765,464579
79.6178071,463098
80.6186812,461606
81.6192108,460119
82.61940010000001,458658
83.6199821,457152
84.6205783,455690
85.6210434,454191
86.621261,452743
87.6232557,451294
88.6239213,449850
89.6241963,448425
90.624761,446975
91.6250164,445488
92.6260641,444033
93.6270679,442620
94.6277416,441164
95.6280927,439755
96.6282011,438350
97.6287837,436955
98.6293134,435545
99.6293999,434165
100.6295972,432758
101.6302463,431328
102.6304823,429861
103.6308798,428405
104.6310894,426965
105.6315302,425481
106.6318177,424018
107.6320761,422561
108.6323214,421095
109.6323797,419616
110.6328025,418192
111.6329005,416716
112.6332975,415213
113.6337418,413734
114.6337975,412311
115.6342697,410826
116.6347486,409349
117.6353621,407863
118.6357953,406408
119.6358733,404922
120.6361304,403424
121.6367185,401958
122.6369876,400489
123.637427,399022
124.6378398,397545
125.6381316,396063
126.6382328,394598
127.63879,393141
128.6394217,391642
129.6396088,390137
130.6402569,388632
131.6403166,387136
132.6404727,385633
133.6406639,384153
134.6410676,382672
135.6413482,381206
136.6419239,379712
137.6422364,378199
138.6423767,376715
139.6424511,375211
140.6430311,373747
141.6434899,372290
142.6435904,370829
143.643874,369389
144.6442571,367905
145.6446156,366419
146.6446748,364985
147.6450268,363522
148.6454461,362004
149.6461424,360522
150.6462116,359048
151.6468265,357574
152.6469496,356071
153.6489029,354573
154.6491231,353084
155.6499261,351605
156.6500183,350116
157.6503467,348621
158.6507127,347121
159.6511318,345671
160.6512046,344179
161.6518885,342689
162.652172,341195
163.6527759,339696
164.6534075,338174
165.6535098,336661
166.6538277,335178
167.6542448,333661
168.6544616,332174
169.6545686,330667
170.6549287,329160
171.6553836,327659
172.6556787,326185
173.6561102,324727
174.6562643,323228
175.6564852,321722
176.65674,320268
177.6569969,318823
178.657293,317328
179.6574864,315840
180.6577604,314336
181.6579837,312869
182.65867,311411
183.6593014,309951
184.6597675,308488
185.660335,307038
186.6607224,305572
187.6611948,304075
188.6612767,302576
189.6615842,301122
190.6616543,299655
191.6621254,298218
192.662213,296747
193.6628651,295495
194.6633377,294193
195.6655117,293059
196.66592,291728
197.6664848,290328
198.6672622,288971
