time_seconds,chunks_per_second,entity_chunks_per_second
1.5876177999999999,0.629874559851531,0
2.5878455000000002,804.8622075900605,114.98031537000865
3.5884402,1105.4101531422832,59.96800107462658
4.5890013,1256.364656393262,78.96006989265528
5.5895389,1073.4707789059992,108.9462894792867
6.5900861,1117.4482040768266,65.96742528539407
7.5905336,1236.504903436664,75.96958177945551
8.5910742,1390.3293051431988,42.979266801694855
9.591224,1429.8620183152327,29.997105279340545
10.5915265,1117.719452417443,42.9892097083632
11.5918261,1414.6504398763066,53.98665989633962
12.5921455,1361.629500612883,68.9812302072606
13.5927265,1353.2810018037417,65.96495282056644
14.5929138,1392.8061213879027,47.99331932994927
15.5940307,1402.4904994754145,42.95376885857751
16.5942792,1385.715096976062,34.99280547919348
17.5944808,1407.7943212496655,43.993572539052046
18.5946684,1422.8099125956771,29.995992535397267
19.5949173,1439.7191108014827,28.99434320364097
20.5952386,1407.6207869599928,35.990304212045274
21.5957585,1435.3334311545718,30.985610282584766
22.5962819,1288.3858264765186,22.98904112409614
23.596463,1431.812862058929,26.996471561166956
24.596662,1453.790218071532,22.996681578848168
25.5970025,1455.5829754775257,18.994558059116063
26.5970701,1413.9718619599469,23.99952240950405
27.5975507,1409.400018412162,18.991915141724167
28.598717100000002,1428.4277295980314,25.97141326541875
29.5989406,1461.7529637491264,25.99560674246052
30.5991669,1423.753975313066,26.995335206076387
31.5992368,1424.9789103121275,23.99964480525688
32.5993706,1430.8795199444205,28.997558405582247
33.6000128,1436.1477899014724,15.99051123063574
34.6006684,1458.1213360828765,10.993375391988788
35.6010092,1460.5844637200717,13.996018132841206
36.6015266,1448.3286996477134,12.993977291525379
37.6017074,1473.8113521469254,9.998720163819032
38.6023554,1459.1347331032696,18.988739677371317
39.6029239,1472.2398825486403,11.993807597137598
40.6032405,1478.6111252740532,10.997107760658947
41.6032962,1448.9957979121862,13.99995940011774
42.6033528,1476.9933535299092,16.99992350034425
43.6039439,1466.2063425068009,16.99080287840192
44.6046458,1485.0344306132154,15.989603559765442
